Loan_ID,Gender,Married,Dependents,Education,Self_Employed,ApplicantIncome,CoapplicantIncome,LoanAmount,Loan_Amount_Term,Credit_History,Property_Area,isMobile,timespentonsite_7days,pageviews_7days,sessions_7days,Loan_Status
LP002147,Male,Yes,1,Not Graduate,No,26530,15000,113000,180,0,Rural,0,29,6,2,N
LP002148,,Yes,2,Graduate,No,28730,18720,132000,360,0,Semiurban,0,45,15,2,N
LP002149,Male,Yes,2,Graduate,No,29470,16030,,360,1,Urban,0,17,5,6,N
LP002150,Male,No,2,Graduate,No,35470,0,80000,360,0,Rural,0,20,16,3,N
LP002151,Male,Yes,1,Graduate,No,183330,0,500000,360,1,Urban,1,44,18,4,N
LP002152,Male,No,0,Graduate,No,24350,0,75000,360,1,Urban,1,26,7,6,N
LP002153,Male,Yes,0,Graduate,No,35970,21570,119000,360,0,Rural,0,16,13,2,N
LP002154,Male,No,0,Graduate,No,62830,44160,209000,360,0,Rural,0,20,4,4,N
LP002155,Male,Yes,1,Not Graduate,No,40500,53020,138000,360,,Rural,1,19,7,5,N
LP002156,,No,0,Graduate,No,35830,0,96000,360,1,Urban,0,33,6,4,N
LP002157,Male,No,0,Not Graduate,No,35980,12870,100000,360,1,Rural,1,24,12,4,N
LP002158,Male,Yes,0,Graduate,No,21300,66660,70000,180,1,Semiurban,1,15,4,5,N
LP002159,Male,No,0,Graduate,No,58150,36660,311000,360,1,Rural,0,45,5,4,N
LP002160,Male,Yes,,Not Graduate,No,30740,18000,123000,360,0,Semiurban,1,31,11,3,N
LP002161,Male,No,0,Graduate,No,46830,19150,185000,360,1,Semiurban,0,33,6,5,N
LP002162,Female,No,0,Not Graduate,No,34000,0,95000,360,1,Rural,1,27,3,2,N
LP002163,Male,No,0,Graduate,No,46800,20870,,360,1,Semiurban,0,37,8,2,N
LP002164,Male,No,2,Graduate,No,35880,0,110000,360,0,Rural,1,29,6,2,N
LP002165,Male,No,1,Graduate,No,112500,0,196000,360,,Semiurban,0,31,14,6,N
LP002166,Male,Yes,0,Not Graduate,No,29170,5360,66000,360,1,Rural,1,40,3,3,N
LP002167,Female,No,0,Graduate,No,21380,0,99000,360,0,Semiurban,1,35,5,6,N
LP002168,Male,No,0,Not Graduate,No,33580,0,80000,36,1,Semiurban,0,28,16,3,N
LP002169,Female,No,0,Graduate,No,50000,0,103000,360,0,Semiurban,0,17,13,5,N
LP002170,Male,Yes,2,Graduate,Yes,66330,0,,360,0,Rural,0,20,16,2,N
LP002171,Male,Yes,0,Not Graduate,No,24540,23330,181000,360,0,Urban,1,31,14,6,N
LP002172,Male,Yes,0,Graduate,No,35930,42660,132000,180,0,Rural,0,29,11,5,N
LP002173,Male,Yes,2,Graduate,No,87990,0,258000,360,0,Urban,0,15,14,6,N
LP002174,Male,Yes,3+,Graduate,No,34000,25000,123000,360,0,Rural,1,26,6,3,N
LP002175,Female,No,0,Graduate,No,23780,0,9000,360,1,Urban,0,43,4,6,N
LP002176,Male,Yes,0,Graduate,No,31660,20640,104000,360,0,Urban,1,23,17,2,N
LP002177,Male,Yes,,Graduate,No,51160,14510,165000,360,0,Urban,0,31,6,5,N
LP002178,Male,Yes,2,Not Graduate,No,61250,16250,187000,480,1,Semiurban,1,40,6,5,N
LP002179,Male,Yes,3+,Graduate,No,64060,0,150000,360,1,Semiurban,0,40,7,5,N
LP002180,,Yes,0,Graduate,No,30870,22100,136000,360,0,Semiurban,0,10,16,4,N
LP002181,Male,No,0,Graduate,No,18360,338370,90000,360,1,Urban,0,20,9,5,N
LP002182,Male,Yes,1,Graduate,No,18800,0,61000,360,,Rural,0,25,7,5,N
LP002183,Male,Yes,1,Graduate,No,27870,19170,146000,360,0,Rural,0,24,9,6,N
LP002184,Male,Yes,1,Graduate,No,42830,30000,172000,84,1,Rural,0,24,5,4,N
LP002185,Male,Yes,2,Graduate,Yes,27260,0,106000,360,0,Semiurban,0,30,13,6,N
LP002186,Male,Yes,2,Graduate,Yes,60000,0,205000,240,1,Semiurban,1,13,12,6,N
LP002187,Male,Yes,2,Not Graduate,Yes,63830,10000,187000,360,1,Rural,1,34,10,3,N
LP002188,Male,No,,Graduate,No,29870,0,88000,360,0,Semiurban,1,43,15,2,N
LP002189,Female,No,3+,Graduate,,4160,416670,350000,180,,Urban,1,39,3,3,N
LP002190,Male,Yes,0,Not Graduate,No,24000,38000,,180,1,Urban,0,22,8,2,N
LP002191,Female,No,0,Graduate,Yes,45830,0,133000,360,0,Semiurban,0,30,4,2,N
LP002192,Female,No,2,Graduate,No,34270,0,138000,360,1,Urban,0,21,3,2,N
LP002193,Male,No,0,Graduate,Yes,162500,0,192000,360,0,Urban,1,27,12,6,N
LP002194,Male,No,0,Not Graduate,No,60450,0,115000,360,0,Rural,1,44,4,4,N
LP002195,Male,Yes,3+,Graduate,No,52500,0,94000,360,1,Urban,1,20,9,3,N
LP002196,Male,Yes,0,Graduate,No,146830,21000,304000,360,1,Rural,0,21,5,6,N
LP002197,Male,Yes,3+,Not Graduate,No,49310,0,128000,360,,Semiurban,0,11,4,5,N
LP002198,Female,No,1,Graduate,No,34810,0,155000,36,1,Semiurban,0,30,16,6,N
LP002199,Male,No,1,Not Graduate,Yes,40530,24260,158000,360,0,Urban,1,12,9,4,N
LP002200,Male,Yes,0,Graduate,No,206670,0,,360,1,Rural,0,41,8,5,N
LP002201,Female,No,0,Graduate,Yes,26000,17170,99000,300,1,Semiurban,0,26,11,4,N
LP002202,Male,Yes,2,Graduate,No,44000,0,127000,360,0,Semiurban,1,33,11,5,N
LP002203,Female,No,0,Graduate,No,50000,25410,151000,480,1,Rural,1,27,17,3,N
LP002204,Male,Yes,1,Graduate,No,20140,29250,113000,360,1,Urban,0,23,3,4,N
LP002205,Male,Yes,0,Not Graduate,No,18000,29340,93000,360,0,Urban,0,45,9,6,N
LP002206,Male,No,0,Not Graduate,No,20000,0,,360,1,Urban,0,29,11,6,N
LP002207,Female,No,0,Graduate,No,24000,18630,104000,360,0,Urban,1,11,4,5,N
LP002208,Male,No,0,Graduate,No,202330,0,480000,360,1,Rural,1,10,15,5,N
LP002209,Male,Yes,1,Graduate,Yes,100000,0,155000,360,1,Rural,0,23,18,5,N
LP002210,Male,Yes,1,Graduate,Yes,86660,49830,376000,360,0,Rural,1,14,10,4,N
LP002211,Female,Yes,0,Graduate,No,43330,24510,110000,360,1,Urban,1,18,15,6,N
LP002212,Female,No,3+,Not Graduate,No,18300,0,,360,0,Urban,0,24,7,4,N
LP002213,Male,Yes,3+,Not Graduate,No,26470,15870,173000,360,1,Rural,1,10,6,3,N
LP002214,Female,No,0,Graduate,No,23780,0,46000,360,1,Rural,0,44,8,3,N
LP002215,Male,No,0,Graduate,No,87500,41670,308000,360,1,Rural,1,41,8,4,N
LP002216,Female,Yes,0,Graduate,Yes,55000,0,105000,360,0,Rural,1,42,9,3,N
LP002217,Male,Yes,1,Graduate,No,38750,0,67000,360,1,Urban,0,18,4,3,N
LP002218,Male,Yes,0,Not Graduate,No,30000,16660,100000,480,0,Urban,0,14,11,4,N
LP002219,Female,No,1,Graduate,No,47230,0,81000,360,1,Semiurban,0,42,5,5,N
LP002220,Male,No,0,Not Graduate,No,62160,0,133000,360,1,Rural,1,13,12,4,N
LP002221,Male,No,0,Graduate,No,25000,0,96000,480,1,Semiurban,0,18,11,5,N
LP002222,Male,No,0,Graduate,No,51240,0,124000,,0,Rural,0,36,12,5,N
LP002223,Male,Yes,0,Graduate,No,197300,52660,570000,360,1,Rural,1,44,14,6,N
LP002224,Male,No,1,Graduate,No,30620,19870,111000,180,0,Urban,1,33,5,2,N
LP002225,Male,No,0,Graduate,No,30690,0,71000,480,1,Urban,0,24,4,5,N
LP002226,Male,Yes,2,Graduate,No,45660,0,100000,360,1,Urban,0,15,17,2,N
LP002227,Male,Yes,0,Not Graduate,No,30100,31360,,360,0,Urban,1,12,5,6,N
LP002228,Female,No,0,Graduate,No,31800,0,71000,360,0,Urban,1,20,16,5,N
LP002229,Female,No,0,Graduate,No,15000,18000,103000,360,0,Semiurban,1,18,14,5,N
LP002230,Male,Yes,2,Not Graduate,No,28890,0,45000,180,0,Urban,0,41,14,4,N
LP002231,Male,No,0,Not Graduate,No,27550,0,65000,300,1,Rural,1,37,17,5,N
LP002232,Female,No,0,Graduate,Yes,74410,0,194000,360,1,Rural,0,13,14,4,N
LP002233,Male,Yes,1,Graduate,No,83000,0,152000,300,0,Semiurban,0,12,16,6,N
LP002234,Male,Yes,3+,Graduate,No,810000,0,360000,360,0,Rural,1,45,17,5,N
LP002235,Female,No,1,Not Graduate,Yes,38670,0,62000,360,1,Semiurban,1,39,14,2,N
LP002236,Male,Yes,0,Not Graduate,No,60960,0,218000,360,0,Rural,0,25,9,6,N
LP002237,Female,Yes,0,Not Graduate,No,21490,32370,178000,360,0,Semiurban,0,25,15,4,N
LP002238,Female,No,1,Graduate,No,26000,0,160000,360,1,Urban,1,30,6,2,N
LP002239,Male,Yes,2,Graduate,Yes,16000,200000,239000,360,1,Urban,1,25,13,2,N
LP002240,Female,No,0,Not Graduate,No,27200,0,80000,,0,Urban,0,22,18,6,N
LP002241,Male,Yes,1,Graduate,No,72500,16670,110000,,0,Urban,1,24,6,2,N
LP002242,Female,No,1,Not Graduate,No,46060,0,81000,360,1,Rural,1,28,18,2,N
LP002243,Male,No,0,Graduate,No,65000,0,105000,360,0,Rural,0,45,8,5,N
LP002244,Male,No,0,Graduate,Yes,104160,0,187000,360,0,Urban,0,33,10,2,N
LP002245,Male,Yes,2,Graduate,No,33400,17100,150000,360,0,Rural,0,18,14,4,N
LP002246,Male,No,1,Not Graduate,Yes,27690,15420,190000,360,,Semiurban,0,36,4,2,N
LP002247,Male,Yes,2,Not Graduate,No,23090,12550,125000,360,0,Rural,0,14,17,5,N
LP002248,Male,Yes,0,Graduate,No,39480,17330,149000,360,0,Rural,1,13,10,6,N
LP002249,Male,Yes,0,Graduate,No,37080,25690,173000,360,1,Urban,1,37,12,3,N
LP002250,Male,Yes,0,Graduate,No,83340,0,160000,360,1,Semiurban,0,34,17,6,N
LP002251,Male,No,0,Graduate,No,41660,0,98000,360,0,Semiurban,0,43,9,3,N
LP002252,Male,Yes,3+,Not Graduate,No,29470,16640,70000,180,0,Urban,1,37,6,2,N
LP002253,Male,Yes,0,Graduate,No,43330,24510,110000,360,1,Urban,0,18,13,3,N
LP002254,Male,Yes,1,Not Graduate,No,26530,15000,113000,180,0,Rural,0,29,6,2,N
LP002255,Male,Yes,2,Graduate,No,29470,16030,,360,1,Urban,0,17,5,6,N
LP002256,Male,No,2,Graduate,No,35470,0,80000,360,0,Rural,0,20,16,3,N
LP002257,Male,Yes,1,Graduate,No,183330,0,500000,360,1,Urban,1,44,18,4,N
LP002258,Male,No,0,Graduate,No,24350,0,75000,360,1,Urban,1,26,7,6,N
LP002259,Male,Yes,0,Graduate,No,35970,21570,119000,360,0,Rural,0,16,13,2,N
LP002260,Male,No,0,Graduate,No,62830,44160,209000,360,0,Rural,0,20,4,4,N
LP002261,Male,Yes,1,Not Graduate,No,40500,53020,138000,360,,Rural,1,19,7,5,N
LP002262,Male,No,0,Not Graduate,No,35980,12870,100000,360,1,Rural,1,24,12,4,N
LP002263,Male,Yes,0,Graduate,No,21300,66660,70000,180,1,Semiurban,1,15,4,5,N
LP002264,Male,No,0,Graduate,No,58150,36660,311000,360,1,Rural,0,45,5,4,N
LP002265,Male,No,0,Graduate,No,46830,19150,185000,360,1,Semiurban,0,33,6,5,N
LP002266,Female,No,0,Not Graduate,No,34000,0,95000,360,1,Rural,1,27,3,2,N
LP002267,Male,No,0,Graduate,No,46800,20870,,360,1,Semiurban,0,37,8,2,N
LP002268,Male,No,2,Graduate,No,35880,0,110000,360,0,Rural,1,29,6,2,N
LP002269,Male,No,1,Graduate,No,112500,0,196000,360,,Semiurban,0,31,14,6,N
LP002270,Male,Yes,0,Not Graduate,No,29170,5360,66000,360,1,Rural,1,40,3,3,N
LP002271,Female,No,0,Graduate,No,21380,0,99000,360,0,Semiurban,1,35,5,6,N
LP002272,Male,No,0,Not Graduate,No,33580,0,80000,36,1,Semiurban,0,28,16,3,N
LP002273,Female,No,0,Graduate,No,50000,0,103000,360,0,Semiurban,0,17,13,5,N
LP002274,Male,Yes,2,Graduate,Yes,66330,0,,360,0,Rural,0,20,16,2,N
LP002275,Male,Yes,0,Not Graduate,No,24540,23330,181000,360,0,Urban,1,31,14,6,N
LP002276,Male,Yes,0,Graduate,No,35930,42660,132000,180,0,Rural,0,29,11,5,N
LP002277,Male,Yes,2,Graduate,No,87990,0,258000,360,0,Urban,0,15,14,6,N
LP002278,Male,Yes,3+,Graduate,No,34000,25000,123000,360,0,Rural,1,26,6,3,N
LP002279,Female,No,0,Graduate,No,23780,0,9000,360,1,Urban,0,43,4,6,N
LP002280,Male,Yes,0,Graduate,No,31660,20640,104000,360,0,Urban,1,23,17,2,N
LP002281,Male,Yes,2,Not Graduate,No,61250,16250,187000,480,1,Semiurban,1,40,6,5,N
LP002282,Male,Yes,3+,Graduate,No,64060,0,150000,360,1,Semiurban,0,40,7,5,N
LP002283,Male,No,0,Graduate,No,18360,338370,90000,360,1,Urban,0,20,9,5,N
LP002284,Male,Yes,1,Graduate,No,18800,0,61000,360,,Rural,0,25,7,5,N
LP002285,Male,Yes,1,Graduate,No,27870,19170,146000,360,0,Rural,0,24,9,6,N
LP002286,Male,Yes,1,Graduate,No,42830,30000,172000,84,1,Rural,0,24,5,4,N
LP002287,Male,Yes,2,Graduate,Yes,27260,0,106000,360,0,Semiurban,0,30,13,6,N
LP002288,Male,Yes,2,Graduate,Yes,60000,0,205000,240,1,Semiurban,1,13,12,6,N
LP002289,Male,Yes,2,Not Graduate,Yes,63830,10000,187000,360,1,Rural,1,34,10,3,N
LP002290,Male,Yes,0,Not Graduate,No,24000,38000,,180,1,Urban,0,22,8,2,N
LP002291,Female,No,0,Graduate,Yes,45830,0,133000,360,0,Semiurban,0,30,4,2,N
LP002292,Male,Yes,1,Graduate,No,45830,15080,128000,360,1,Rural,0,33,6,4,N
LP002293,Male,Yes,3+,Graduate,No,30360,25040,158000,360,0,Semiurban,0,17,8,2,N
LP002294,Male,Yes,1,Graduate,No,128410,109680,349000,360,1,Semiurban,1,30,15,5,N
LP002295,Male,Yes,0,Not Graduate,No,48870,0,133000,360,1,Rural,1,29,6,6,N
LP002296,Male,Yes,0,Not Graduate,No,76600,0,104000,360,0,Urban,1,23,15,2,N
LP002297,Male,Yes,0,Not Graduate,No,26000,19110,116000,360,0,Semiurban,0,32,13,6,N
LP002298,Female,Yes,0,Graduate,No,26450,34400,120000,360,0,Urban,0,40,14,5,N
LP002299,Male,Yes,2,Graduate,No,46160,0,134000,360,1,Urban,0,19,15,6,N
LP002300,Female,Yes,1,Graduate,Yes,115000,0,286000,360,0,Urban,1,45,12,6,N
LP002301,Male,Yes,0,Graduate,No,33660,22000,135000,360,1,Rural,1,21,14,3,N
LP002302,Male,Yes,0,Not Graduate,Yes,26090,34490,165000,180,0,Rural,1,44,15,4,N
LP002303,Male,Yes,1,Graduate,No,49450,0,,360,0,Rural,0,18,10,2,N
LP002304,Male,Yes,0,Graduate,No,57260,45950,258000,360,1,Semiurban,1,30,5,2,N
LP002305,Male,Yes,1,Graduate,Yes,10000,30220,110000,360,1,Urban,0,21,17,2,N
LP002306,Male,Yes,3+,Graduate,No,31670,40000,180000,300,0,Semiurban,0,31,12,2,N
LP002307,Female,Yes,2,Graduate,No,13780,18810,167000,360,1,Urban,1,12,3,2,N
LP002308,Male,Yes,0,Graduate,No,60000,22500,265000,360,,Semiurban,0,10,16,6,N
LP002309,Male,Yes,2,Graduate,No,38000,36000,216000,360,0,Urban,0,41,17,4,N
LP002310,Male,Yes,0,Graduate,No,55680,21420,175000,360,1,Rural,0,35,11,4,N
LP002311,Male,Yes,1,Graduate,Yes,105130,38500,160000,180,0,Urban,1,14,16,5,N
LP002312,Male,Yes,0,Graduate,No,60800,25690,182000,360,,Rural,0,15,16,5,N
LP002313,Male,Yes,3+,Graduate,No,40000,77500,290000,360,1,Semiurban,0,28,7,6,N
LP002314,Female,Yes,0,Graduate,No,45830,0,84000,360,1,Rural,1,43,11,5,N
LP002315,Male,Yes,2,Not Graduate,No,42000,14300,129000,360,1,Rural,1,23,13,6,N
LP002316,Male,Yes,2,Graduate,No,50420,20830,185000,360,1,Rural,1,44,9,4,N
LP002317,Male,Yes,2,Not Graduate,No,22810,0,113000,360,1,Rural,1,37,10,2,N
LP002318,Male,Yes,0,Graduate,No,79330,0,275000,360,1,Urban,0,41,3,5,N
LP002319,Male,Yes,1,Graduate,No,30890,12800,121000,360,0,Semiurban,1,36,11,6,N
LP002320,Female,Yes,0,Graduate,No,45830,0,112000,360,1,Rural,1,15,10,6,N
LP002321,Male,Yes,3+,Not Graduate,No,35220,0,81000,180,1,Rural,0,45,16,2,N
LP002322,Male,Yes,0,Not Graduate,Yes,43440,7360,87000,360,1,Semiurban,1,27,3,5,N
LP002323,Male,Yes,3+,Graduate,No,55160,113000,495000,360,0,Semiurban,0,20,7,4,N
LP002324,Male,Yes,1,Graduate,No,64000,72500,180000,360,0,Urban,0,39,12,6,N
LP002325,Male,Yes,1,Graduate,No,338460,0,260000,360,1,Semiurban,1,27,14,6,N
LP002326,Male,Yes,1,Graduate,Yes,21780,0,66000,300,0,Rural,1,41,7,6,N
LP002327,Male,Yes,0,Not Graduate,No,60330,0,160000,360,1,Urban,1,21,5,2,N
LP002328,Male,Yes,1,Graduate,No,31250,25830,170000,360,1,Semiurban,0,17,7,3,N
LP002329,Male,Yes,3+,Not Graduate,No,39920,0,,180,1,Urban,1,32,16,4,N
LP002330,Male,Yes,3+,Graduate,No,34300,12500,128000,360,0,Semiurban,0,24,12,4,N
LP002331,Male,Yes,0,Graduate,No,1500,18000,135000,360,1,Rural,0,32,5,6,N
LP002332,Male,Yes,0,Graduate,No,22210,0,60000,360,0,Urban,1,17,4,6,N
LP002333,Male,Yes,0,Graduate,No,32500,0,170000,360,1,Rural,1,15,18,4,N
LP002334,Male,Yes,1,Not Graduate,No,25100,19830,140000,180,1,Urban,0,12,3,4,N
LP002335,Male,Yes,0,Not Graduate,No,16680,38900,201000,360,0,Semiurban,0,36,15,2,N
LP002336,Male,Yes,3+,Graduate,No,52500,0,94000,360,1,Urban,1,20,9,3,N
LP002337,Male,Yes,0,Graduate,No,146830,21000,304000,360,1,Rural,0,21,5,6,N
LP002338,Male,Yes,3+,Not Graduate,No,49310,0,128000,360,,Semiurban,0,11,4,5,N
LP002339,Male,Yes,0,Graduate,No,206670,0,,360,1,Rural,0,41,8,5,N
LP002340,Male,Yes,2,Graduate,No,44000,0,127000,360,0,Semiurban,1,33,11,5,N
LP002341,Male,Yes,1,Graduate,No,20140,29250,113000,360,1,Urban,0,23,3,4,N
LP002342,Male,Yes,0,Not Graduate,No,18000,29340,93000,360,0,Urban,0,45,9,6,N
LP002343,Male,Yes,1,Graduate,Yes,100000,0,155000,360,1,Rural,0,23,18,5,N
LP002344,Male,Yes,1,Graduate,Yes,86660,49830,376000,360,0,Rural,1,14,10,4,N
LP002345,Female,Yes,0,Graduate,No,43330,24510,110000,360,1,Urban,1,18,15,6,N
LP002346,Male,Yes,3+,Not Graduate,No,26470,15870,173000,360,1,Rural,1,10,6,3,N
LP002347,Female,Yes,0,Graduate,Yes,55000,0,105000,360,0,Rural,1,42,9,3,N
LP002348,Male,Yes,1,Graduate,No,38750,0,67000,360,1,Urban,0,18,4,3,N
LP002349,Male,Yes,0,Not Graduate,No,30000,16660,100000,480,0,Urban,0,14,11,4,N
LP002350,Male,Yes,0,Graduate,No,197300,52660,570000,360,1,Rural,1,44,14,6,N
LP002351,Male,Yes,2,Graduate,No,45660,0,100000,360,1,Urban,0,15,17,2,N
LP002352,Male,Yes,0,Not Graduate,No,30100,31360,,360,0,Urban,1,12,5,6,N
LP002353,Male,Yes,2,Not Graduate,No,28890,0,45000,180,0,Urban,0,41,14,4,N
LP002354,Male,Yes,1,Graduate,No,83000,0,152000,300,0,Semiurban,0,12,16,6,N
LP002355,Male,Yes,3+,Graduate,No,810000,0,360000,360,0,Rural,1,45,17,5,N
LP002356,Male,Yes,0,Not Graduate,No,60960,0,218000,360,0,Rural,0,25,9,6,N
LP002357,Female,Yes,0,Not Graduate,No,21490,32370,178000,360,0,Semiurban,0,25,15,4,N
LP002358,Male,Yes,2,Graduate,Yes,16000,200000,239000,360,1,Urban,1,25,13,2,N
LP002359,Male,Yes,2,Graduate,No,33400,17100,150000,360,0,Rural,0,18,14,4,N
LP002360,Male,Yes,2,Not Graduate,No,23090,12550,125000,360,0,Rural,0,14,17,5,N
LP002361,Male,Yes,0,Graduate,No,39480,17330,149000,360,0,Rural,1,13,10,6,N
LP002362,Male,Yes,0,Graduate,No,37080,25690,173000,360,1,Urban,1,37,12,3,N
LP002363,Male,Yes,0,Graduate,No,83340,0,160000,360,1,Semiurban,0,34,17,6,N
LP002364,Male,Yes,3+,Not Graduate,No,29470,16640,70000,180,0,Urban,1,37,6,2,N
LP002365,Male,Yes,0,Graduate,No,43330,24510,110000,360,1,Urban,0,18,13,3,N
LP002366,Male,Yes,1,Not Graduate,No,26530,15000,113000,180,0,Rural,0,29,6,2,N
LP002367,Male,Yes,2,Graduate,No,29470,16030,,360,1,Urban,0,17,5,6,N
LP002368,Male,Yes,1,Graduate,No,183330,0,500000,360,1,Urban,1,44,18,4,N
LP002369,Male,Yes,0,Graduate,No,35970,21570,119000,360,0,Rural,0,16,13,2,N
LP002370,Male,Yes,1,Not Graduate,No,40500,53020,138000,360,,Rural,1,19,7,5,N
LP002371,Male,Yes,0,Graduate,No,21300,66660,70000,180,1,Semiurban,1,15,4,5,N
LP002372,Male,Yes,0,Not Graduate,No,29170,5360,66000,360,1,Rural,1,40,3,3,N
LP002373,Male,Yes,2,Graduate,Yes,66330,0,,360,0,Rural,0,20,16,2,N
LP002374,Male,Yes,0,Not Graduate,No,24540,23330,181000,360,0,Urban,1,31,14,6,N
LP002375,Male,Yes,0,Graduate,No,35930,42660,132000,180,0,Rural,0,29,11,5,N
LP002376,Male,Yes,2,Graduate,No,87990,0,258000,360,0,Urban,0,15,14,6,N
LP002377,Male,Yes,3+,Graduate,No,34000,25000,123000,360,0,Rural,1,26,6,3,N
LP002378,Male,Yes,0,Graduate,No,31660,20640,104000,360,0,Urban,1,23,17,2,N
LP002379,Male,Yes,2,Not Graduate,No,61250,16250,187000,480,1,Semiurban,1,40,6,5,N
LP002380,Male,Yes,3+,Graduate,No,64060,0,150000,360,1,Semiurban,0,40,7,5,N
LP002381,Male,Yes,1,Graduate,No,18800,0,61000,360,,Rural,0,25,7,5,N
LP002382,Male,Yes,1,Graduate,No,27870,19170,146000,360,0,Rural,0,24,9,6,N
LP002383,Male,Yes,1,Graduate,No,42830,30000,172000,84,1,Rural,0,24,5,4,N
LP002384,Male,Yes,2,Graduate,Yes,27260,0,106000,360,0,Semiurban,0,30,13,6,N
LP002385,Male,Yes,2,Graduate,Yes,60000,0,205000,240,1,Semiurban,1,13,12,6,N
LP002386,Male,Yes,2,Not Graduate,Yes,63830,10000,187000,360,1,Rural,1,34,10,3,N
LP002387,Male,Yes,0,Not Graduate,No,24000,38000,,180,1,Urban,0,22,8,2,N
LP002388,Male,Yes,1,Graduate,No,45830,15080,128000,360,1,Rural,0,33,6,4,N
LP002389,Male,Yes,3+,Graduate,No,30360,25040,158000,360,0,Semiurban,0,17,8,2,N
LP002390,Male,Yes,1,Graduate,No,128410,109680,349000,360,1,Semiurban,1,30,15,5,N
LP002391,Male,Yes,0,Not Graduate,No,48870,0,133000,360,1,Rural,1,29,6,6,N
